domain,english,tamil,hindi,french,gpt_english,custom_english,words_english,gpt_tamil,custom_tamil,words_tamil,gpt_hindi,custom_hindi,words_hindi,gpt_french,custom_french,words_french,tis_gpt_tamil,tis_gpt_hindi,tis_gpt_french,tis_custom_tamil,tis_custom_hindi,tis_custom_french
Healthcare,It is important that drink at least eight glasses of water every day.,தினமும் குறைந்தது எட்டு கிளாஸ் தண்ணீர் குடிப்பது முக்கியம்.,जरूरी है कि हर दिन कम से कम आठ गिलास पानी पिएं।,Il est important de boire au moins huit verres d’eau chaque jour.,14,14,13,76,29,7,44,23,12,18,15,12,4.428571428571429,2.142857142857143,0.2857142857142858,1.0714285714285716,0.6428571428571428,0.0714285714285714
Healthcare,Remember that drink at least eight glasses of water every day.,ஒவ்வொரு நாளும் குறைந்தது எட்டு கிளாஸ் தண்ணீர் குடிக்க வேண்டும் என்பதை நினைவில் கொள்ளுங்கள்.,याद रखें कि हर दिन कम से कम आठ गिलास पानी पिएं।,N'oubliez pas de boire au moins huit verres d'eau chaque jour.,12,12,11,121,44,11,44,23,12,20,12,11,9.083333333333334,2.6666666666666665,0.6666666666666667,2.6666666666666665,0.9166666666666667,0.0
Healthcare,Please note that drink at least eight glasses of water every day.,ஒவ்வொரு நாளும் குறைந்தது எட்டு கிளாஸ் தண்ணீர் குடிக்க வேண்டும் என்பதை நினைவில் கொள்க.,कृपया ध्यान दें कि हर दिन कम से कम आठ गिलास पानी पिएं।,Veuillez noter que buvez au moins huit verres d'eau chaque jour.,13,13,12,113,41,11,51,26,13,18,12,11,7.692307692307692,2.923076923076923,0.3846153846153846,2.1538461538461537,1.0,-0.07692307692307687
Healthcare,You should know that drink at least eight glasses of water every day.,ஒவ்வொரு நாளும் குறைந்தது எட்டு கிளாஸ் தண்ணீர் குடிக்க வேண்டும் என்பதை நீங்கள் அறிந்து கொள்ள வேண்டும்.,आपको पता होना चाहिए कि हर दिन कम से कम आठ गिलास पानी पिएं।,Il faut savoir que buvez au moins huit verres d'eau chaque jour.,14,14,13,134,49,13,52,29,14,17,13,12,8.571428571428571,2.7142857142857144,0.2142857142857142,2.5,1.0714285714285716,-0.0714285714285714
Healthcare,"According to experts, drink at least eight glasses of water every day.","நிபுணர்களின் கூற்றுப்படி, ஒவ்வொரு நாளும் குறைந்தது எட்டு கிளாஸ் தண்ணீர் குடிக்கவும்.","विशेषज्ञों के मुताबिक, हर दिन कम से कम आठ गिलास पानी पिएं।","Selon les experts, buvez au moins huit verres d’eau chaque jour.",14,14,12,111,41,9,54,28,12,19,15,11,6.928571428571429,2.857142857142857,0.3571428571428572,1.9285714285714284,1.0,0.0714285714285714
Healthcare,"As a reminder, drink at least eight glasses of water every day.","ஒரு நினைவூட்டலாக, ஒவ்வொரு நாளும் குறைந்தது எட்டு கிளாஸ் தண்ணீர் குடிக்கவும்.","एक अनुस्मारक के रूप में, हर दिन कम से कम आठ गिलास पानी पियें।","Pour rappel, buvez au moins huit verres d'eau chaque jour.",14,14,12,104,37,9,57,30,14,17,12,10,6.428571428571429,3.071428571428571,0.2142857142857142,1.6428571428571428,1.1428571428571428,-0.1428571428571429
Healthcare,It has been noted that drink at least eight glasses of water every day.,ஒவ்வொரு நாளும் குறைந்தது எட்டு கிளாஸ் தண்ணீர் குடிக்க வேண்டும் என்பது குறிப்பிடத்தக்கது.,यह ध्यान दिया गया है कि हर दिन कम से कम आठ गिलास पानी पियें।,Il a été noté qu'il faut boire au moins huit verres d'eau chaque jour.,15,15,14,115,44,10,57,29,15,21,15,14,6.666666666666667,2.8,0.3999999999999999,1.9333333333333331,0.9333333333333333,0.0
Healthcare,Studies show that drink at least eight glasses of water every day.,தினமும் குறைந்தது எட்டு கிளாஸ் தண்ணீர் குடிக்க வேண்டும் என்று ஆய்வுகள் தெரிவிக்கின்றன.,अध्ययनों से पता चलता है कि हर दिन कम से कम आठ गिलास पानी पियें।,Des études montrent que boire au moins huit verres d'eau chaque jour.,13,13,12,110,43,10,59,31,15,19,13,12,7.461538461538462,3.5384615384615383,0.46153846153846145,2.3076923076923075,1.3846153846153846,0.0
Healthcare,Regular exercise helps maintain a healthy body.,வழக்கமான உடற்பயிற்சி ஆரோக்கியமான உடலை பராமரிக்க உதவுகிறது.,नियमित व्यायाम शरीर को स्वस्थ बनाए रखने में मदद करता है।,L'exercice régulier aide à maintenir un corps sain.,8,8,7,84,35,6,55,30,11,17,9,8,9.5,5.875,1.125,3.375,2.75,0.125
Healthcare,It is important that regular exercise helps maintain a healthy body.,வழக்கமான உடற்பயிற்சி ஆரோக்கியமான உடலை பராமரிக்க உதவும்.,यह महत्वपूर्ण है कि नियमित व्यायाम स्वस्थ शरीर बनाए रखने में मदद करता है।,Il est important que l’exercice régulier contribue à maintenir un corps sain.,12,12,11,80,33,6,73,40,14,22,15,12,5.666666666666667,5.083333333333333,0.8333333333333333,1.75,2.3333333333333335,0.25
Healthcare,Remember that regular exercise helps maintain a healthy body.,வழக்கமான உடற்பயிற்சி ஆரோக்கியமான உடலை பராமரிக்க உதவுகிறது என்பதை நினைவில் கொள்ளுங்கள்.,याद रखें कि नियमित व्यायाम स्वस्थ शरीर बनाए रखने में मदद करता है।,N'oubliez pas que l'exercice régulier aide à maintenir un corps sain.,10,10,9,121,49,9,66,34,13,24,12,11,11.1,5.6,1.4,3.9000000000000004,2.4,0.19999999999999996
Healthcare,Please note that regular exercise helps maintain a healthy body.,வழக்கமான உடற்பயிற்சி ஆரோக்கியமான உடலை பராமரிக்க உதவுகிறது என்பதை நினைவில் கொள்க.,कृपया ध्यान दें कि नियमित व्यायाम स्वस्थ शरीर बनाए रखने में मदद करता है।,Veuillez noter que l’exercice régulier contribue à maintenir un corps sain.,11,11,10,113,46,9,73,37,14,23,14,11,9.272727272727273,5.636363636363637,1.0909090909090908,3.1818181818181817,2.3636363636363638,0.2727272727272727
Healthcare,You should know that regular exercise helps maintain a healthy body.,வழக்கமான உடற்பயிற்சி ஆரோக்கியமான உடலை பராமரிக்க உதவுகிறது என்பதை நீங்கள் அறிந்து கொள்ள வேண்டும்.,आपको पता होना चाहिए कि नियमित व्यायाम स्वस्थ शरीर बनाए रखने में मदद करता है।,Il faut savoir que l’exercice régulier contribue à maintenir un corps sain.,12,12,11,134,54,11,74,40,15,22,15,12,10.166666666666666,5.166666666666667,0.8333333333333333,3.5,2.3333333333333335,0.25
Healthcare,Regular exerccan bee helps maintain a healthy body.,வழக்கமான உடற்பயிற்சி தேனீ ஆரோக்கியமான உடலை பராமரிக்க உதவுகிறது.,नियमित मधुमक्खी पालन शरीर को स्वस्थ बनाए रखने में मदद करता है।,L'exercice régulier des abeilles aide à maintenir un corps sain.,12,9,8,92,37,7,60,34,12,21,11,10,6.666666666666667,4.0,0.75,3.1111111111111107,2.7777777777777777,0.22222222222222232
Healthcare,"According to experts, regular exercise helps maintain a healthy body.","நிபுணர்களின் கூற்றுப்படி, வழக்கமான உடற்பயிற்சி ஆரோக்கியமான உடலை பராமரிக்க உதவுகிறது.",विशेषज्ञों के अनुसार नियमित व्यायाम शरीर को स्वस्थ बनाए रखने में मदद करता है।,"Selon les experts, l’exercice régulier contribue à maintenir un corps sain.",12,12,10,117,48,8,77,40,14,23,15,11,8.75,5.416666666666667,0.9166666666666667,3.0,2.3333333333333335,0.25
Healthcare,"As a reminder, regular exercise helps maintain a healthy body.","ஒரு நினைவூட்டலாக, வழக்கமான உடற்பயிற்சி ஆரோக்கியமான உடலை பராமரிக்க உதவுகிறது.","एक अनुस्मारक के रूप में, नियमित व्यायाम स्वस्थ शरीर बनाए रखने में मदद करता है।","Pour rappel, l’exercice régulier contribue à maintenir un corps en bonne santé.",12,12,10,110,44,8,78,41,15,23,16,12,8.166666666666666,5.5,0.9166666666666667,2.6666666666666665,2.4166666666666665,0.33333333333333326
Healthcare,It has been noted that regular exercise helps maintain a healthy body.,வழக்கமான உடற்பயிற்சி ஆரோக்கியமான உடலை பராமரிக்க உதவுகிறது என்பது குறிப்பிடத்தக்கது.,यह देखा गया है कि नियमित व्यायाम स्वस्थ शरीर बनाए रखने में मदद करता है।,Il a été constaté que l’exercice régulier contribue à maintenir un corps sain.,13,13,12,115,49,8,72,37,15,25,16,13,7.846153846153847,4.538461538461538,0.9230769230769231,2.769230769230769,1.8461538461538463,0.23076923076923084
Healthcare,Studies show that regular exercise helps maintain a healthy body.,வழக்கமான உடற்பயிற்சி ஆரோக்கியமான உடலை பராமரிக்க உதவுகிறது என்று ஆய்வுகள் காட்டுகின்றன.,अध्ययनों से पता चलता है कि नियमित व्यायाम स्वस्थ शरीर बनाए रखने में मदद करता है।,Des études montrent que l’exercice régulier aide à maintenir un corps sain.,11,11,10,120,50,9,80,42,16,23,15,12,9.909090909090908,6.2727272727272725,1.0909090909090908,3.545454545454546,2.8181818181818183,0.36363636363636354
Healthcare,The hospital provides free checkups every month.,மருத்துவமனை ஒவ்வொரு மாதமும் இலவச பரிசோதனைகளை வழங்குகிறது.,अस्पताल हर महीने मुफ्त जांच प्रदान करता है।,L'hôpital propose des examens gratuits chaque mois.,9,8,7,86,33,6,42,23,8,13,8,7,8.555555555555555,3.666666666666667,0.4444444444444444,3.125,1.875,0.0
Healthcare,It is important that the hospital provides free checkups every month.,மருத்துவமனை ஒவ்வொரு மாதமும் இலவச பரிசோதனைகளை வழங்குவது முக்கியம்.,यह महत्वपूर्ण है कि अस्पताल हर महीने निःशुल्क जांच प्रदान करे।,Il est important que l’hôpital propose des examens gratuits chaque mois.,13,12,11,96,37,7,61,33,11,17,14,11,6.384615384615385,3.6923076923076925,0.3076923076923077,2.0833333333333335,1.75,0.16666666666666674
Healthcare,Remember that the hospital provides free checkups every month.,மருத்துவமனை ஒவ்வொரு மாதமும் இலவச பரிசோதனைகளை வழங்குகிறது என்பதை நினைவில் கொள்ளுங்கள்.,याद रखें कि अस्पताल हर महीने मुफ्त जांच प्रदान करता है।,N'oubliez pas que l'hôpital propose des examens gratuits chaque mois.,11,10,9,123,47,9,54,28,11,20,11,10,10.181818181818182,3.909090909090909,0.8181818181818181,3.7,1.7999999999999998,0.10000000000000009
Healthcare,Please note that the hospital provides free checkups every month.,மருத்துவமனை ஒவ்வொரு மாதமும் இலவச பரிசோதனைகளை வழங்குகிறது என்பதை நினைவில் கொள்க.,कृपया ध्यान दें कि अस्पताल हर महीने निःशुल्क जांच प्रदान करता है।,Veuillez noter que l'hôpital propose des examens gratuits chaque mois.,12,11,10,115,44,9,65,32,12,18,11,10,8.583333333333334,4.416666666666667,0.5,3.0,1.9090909090909092,0.0
Healthcare,You should know that the hospital provides free checkups every month.,மருத்துவமனை ஒவ்வொரு மாதமும் இலவச பரிசோதனைகளை வழங்குகிறது என்பதை நீங்கள் அறிந்திருக்க வேண்டும்.,आपको पता होना चाहिए कि अस्पताल हर महीने मुफ्त जांच प्रदान करता है।,Il faut savoir que l'hôpital propose des examens gratuits tous les mois.,13,12,11,134,52,10,62,34,13,18,13,12,9.307692307692308,3.769230769230769,0.3846153846153846,3.333333333333333,1.8333333333333335,0.08333333333333326
Healthcare,"According to experts, the hospital provides free checkups every month.","நிபுணர்களின் கூற்றுப்படி, மருத்துவமனை ஒவ்வொரு மாதமும் இலவச பரிசோதனைகளை வழங்குகிறது.","विशेषज्ञों के मुताबिक, अस्पताल हर महीने मुफ्त जांच की सुविधा देता है।","Selon les experts, l'hôpital propose des examens gratuits chaque mois.",13,12,10,119,46,8,68,32,12,18,12,10,8.153846153846153,4.230769230769231,0.3846153846153846,2.8333333333333335,1.6666666666666665,0.0
Healthcare,"As a reminder, the hospital provides free checkups every month.","நினைவூட்டலாக, மருத்துவமனை ஒவ்வொரு மாதமும் இலவச பரிசோதனைகளை வழங்குகிறது.","एक अनुस्मारक के रूप में, अस्पताल हर महीने मुफ्त जांच प्रदान करता है।","Pour rappel, l'hôpital propose des contrôles gratuits tous les mois.",13,12,10,107,40,7,66,35,13,19,12,10,7.23076923076923,4.076923076923077,0.46153846153846145,2.3333333333333335,1.9166666666666665,0.0
Healthcare,It has been noted that the hospital provides free checkups every month.,மருத்துவமனை ஒவ்வொரு மாதமும் இலவச பரிசோதனைகளை வழங்குகிறது என்பது குறிப்பிடத்தக்கது.,यह ध्यान दिया गया है कि अस्पताल हर महीने मुफ्त जांच प्रदान करता है।,Il a été noté que l’hôpital propose des examens gratuits chaque mois.,14,13,12,117,47,8,66,34,14,19,15,12,7.357142857142858,3.7142857142857144,0.3571428571428572,2.6153846153846154,1.6153846153846154,0.15384615384615374
Healthcare,Studies show that the hospital provides free checkups every month.,மருத்துவமனை ஒவ்வொரு மாதமும் இலவச பரிசோதனைகளை வழங்குகிறது என்று ஆய்வுகள் தெரிவிக்கின்றன.,अध्ययनों से पता चलता है कि अस्पताल हर महीने मुफ्त जांच प्रदान करता है।,Des études montrent que l'hôpital propose des examens gratuits chaque mois.,12,11,10,123,49,9,68,36,14,19,12,11,9.25,4.666666666666667,0.5833333333333333,3.454545454545454,2.272727272727273,0.09090909090909083
Healthcare,Vaccination is important to prevent diseases.,நோய்களைத் தடுக்க தடுப்பூசி முக்கியம்.,बीमारियों से बचाव के लिए टीकाकरण जरूरी है।,La vaccination est importante pour prévenir les maladies.,9,7,6,51,19,4,45,20,8,11,9,8,4.666666666666667,4.0,0.22222222222222232,1.7142857142857144,1.8571428571428572,0.2857142857142858
Healthcare,It is important that vaccination is important to prevent diseases.,நோய்களைத் தடுக்க தடுப்பூசி போடுவது முக்கியம்.,गौरतलब है कि बीमारियों से बचाव के लिए टीकाकरण जरूरी है।,Il est important que la vaccination soit importante pour prévenir les maladies.,11,11,10,63,23,5,59,27,11,15,13,12,4.7272727272727275,4.363636363636363,0.36363636363636354,1.0909090909090908,1.4545454545454546,0.18181818181818188
Healthcare,Remember that vaccination is important to prevent diseases.,நோய்களைத் தடுக்க தடுப்பூசி முக்கியம் என்பதை நினைவில் கொள்ளுங்கள்.,याद रखें कि बीमारियों से बचाव के लिए टीकाकरण महत्वपूर्ण है।,N'oubliez pas que la vaccination est importante pour prévenir les maladies.,9,9,8,88,33,7,61,29,11,18,12,11,8.777777777777779,5.777777777777778,1.0,2.6666666666666665,2.2222222222222223,0.33333333333333326
